Step,Time_fs,Kinetic_au,Temperature_K,Potential_au,Conserved_au
93,46.5,1.823646296,465.907173895,-3483.793402051,-3481.341081117
94,47.0,1.800205274,459.918435826,-3483.780171569,-3481.341815571
95,47.5,1.784838026,455.992394232,-3483.759488477,-3481.341569734
96,48.0,1.759059601,449.406493604,-3483.739747011,-3481.340218519
97,48.5,1.748134135,446.615243458,-3483.743689388,-3481.341986217
98,49.0,1.769321992,452.028340583,-3483.774508165,-3481.341767315
99,49.5,1.817214724,464.264028717,-3483.834416835,-3481.342423334
100,50.0,1.89180939,483.321556658,-3483.912382483,-3481.343746197
101,50.5,1.961278356,501.069564949,-3483.991821635,-3481.344088428
102,51.0,2.02795363,518.103837645,-3484.064822864,-3481.345160365
103,51.5,2.056234203,525.328989832,-3484.115776571,-3481.348257479
104,52.0,2.026766426,517.800529649,-3484.106730426,-3481.352230272
105,52.5,1.931948462,493.576331262,-3484.005346326,-3481.348611272
106,53.0,1.831413408,467.891524392,-3483.902397333,-3481.334410703
107,53.5,1.879477306,480.170942133,-3483.974697765,-3481.344656031
108,54.0,1.990513705,508.538644282,-3484.101362002,-3481.354987871
109,54.5,1.999049754,510.719443564,-3484.120951069,-3481.351840228
110,55.0,1.925998017,492.056104952,-3484.055967266,-3481.346128913
111,55.5,1.831998143,468.040913189,-3483.979697402,-3481.344979288
112,56.0,1.760033078,449.655198662,-3483.914737339,-3481.344526455
113,56.5,1.715785907,438.350882497,-3483.873140093,-3481.34167746
114,57.0,1.717471606,438.781546677,-3483.883155848,-3481.344463834
115,57.5,1.735080528,443.280293501,-3483.910368644,-3481.347340622
116,58.0,1.724687311,440.625022912,-3483.91017373,-3481.346968339
117,58.5,1.699281483,434.134313822,-3483.886568089,-3481.344068369
118,59.0,1.690788065,431.964406019,-3483.879711794,-3481.343972212
119,59.5,1.683165618,430.017014914,-3483.893919281,-3481.346420379
120,60.0,1.711566611,437.272932123,-3483.912978894,-3481.341675469
121,60.5,1.781514487,455.143292656,-3483.991029645,-3481.345002707
122,61.0,1.874067501,478.788839123,-3484.094879979,-3481.347670204
123,61.5,1.940215407,495.68837957,-3484.176464246,-3481.348324688
124,62.0,1.972249145,503.872394169,-3484.222023687,-3481.349643501
125,62.5,1.970274046,503.367793786,-3484.227870553,-3481.34645468
126,63.0,1.979719509,505.780931061,-3484.235888352,-3481.349121724
127,63.5,1.961860211,501.218217983,-3484.169915162,-3481.295185797
128,64.0,1.943267749,496.46819527,-3484.208741045,-3481.349208179
129,64.5,1.988735123,508.084250229,-3484.266182629,-3481.352221885
130,65.0,2.070634436,529.007977433,-3484.35792237,-3481.359590124
131,65.5,2.081895604,531.884992862,-3484.377912299,-3481.358551027
132,66.0,2.032270646,519.206753692,-3484.333378334,-3481.351760339
133,66.5,2.000978844,511.212289592,-3484.308804321,-3481.35204373
134,67.0,1.991820578,508.872525611,-3484.30191889,-3481.356404682
135,67.5,1.929689571,492.999227332,-3484.259518261,-3481.353810592
136,68.0,1.859106936,474.966697424,-3484.20686337,-3481.351938207
137,68.5,1.79357414,458.224306203,-3484.165092868,-3481.353016
138,69.0,1.749582964,446.985391959,-3484.130426365,-3481.359402998
139,69.5,1.722703981,440.118319562,-3484.10950822,-3481.357087251
140,70.0,1.748779713,446.780176609,-3484.137064066,-3481.358767461
141,70.5,1.786649417,456.455170456,-3484.188173116,-3481.361233249
142,71.0,1.813013259,463.190633938,-3484.224810546,-3481.362771362
143,71.5,1.806592893,461.550351641,-3484.226261388,-3481.363163486
144,72.0,1.764327116,450.75224422,-3484.197877803,-3481.358681489
145,72.5,1.769906234,452.177603328,-3484.20228489,-3481.358373763
146,73.0,1.799207826,459.663606648,-3484.247552096,-3481.361071624
147,73.5,1.833683378,468.471458874,-3484.288627221,-3481.36291159
148,74.0,1.83140414,467.889156548,-3484.294208482,-3481.365361928
149,74.5,1.764707176,450.849342365,-3484.242569645,-3481.363028897
150,75.0,1.69747313,433.672313914,-3484.181532571,-3481.357526605
151,75.5,1.69885826,434.026188501,-3484.191009923,-3481.358590908
152,76.0,1.750072028,447.110338467,-3484.255147891,-3481.363157388
153,76.5,1.793428152,458.187009189,-3484.302846165,-3481.363169584
154,77.0,1.808046833,461.921806005,-3484.31721843,-3481.361983272
155,77.5,1.788059033,456.815300691,-3484.3057932,-3481.362534119
156,78.0,1.74790247,446.556057576,-3484.270475826,-3481.360430878
157,78.5,1.70961599,436.774585196,-3484.238664006,-3481.358668281
158,79.0,1.702768312,435.025132899,-3484.242953326,-3481.360654846
159,79.5,1.717473776,438.782101007,-3484.262103499,-3481.363878659
160,80.0,1.70879999,436.566112488,-3484.256708584,-3481.36270828
161,80.5,1.69019668,431.813318438,-3484.242498054,-3481.361778577
162,81.0,1.676710747,428.367917169,-3484.235650795,-3481.363940184
163,81.5,1.659358179,423.934664,-3484.225499208,-3481.360035979
164,82.0,1.697305238,433.629420537,-3484.263254593,-3481.360792908
165,82.5,1.752905189,447.834157564,-3484.335029773,-3481.365693185
166,83.0,1.798741357,459.544432571,-3484.368017237,-3481.364874503
167,83.5,1.793801511,458.282395338,-3484.366480026,-3481.36226872
168,84.0,1.790761338,457.505688588,-3484.36261696,-3481.361988343
169,84.5,1.779500958,454.628874131,-3484.353395546,-3481.365137612
170,85.0,1.726393105,441.060821031,-3484.299952844,-3481.365366757
171,85.5,1.626486694,415.536620596,-3484.208742218,-3481.360643991
172,86.0,1.563407592,399.42110198,-3484.150300078,-3481.357791222
173,86.5,1.567739846,400.527910835,-3484.170584943,-3481.3590997
174,87.0,1.632701138,417.124293785,-3484.244990167,-3481.363440419
175,87.5,1.688895497,431.480890648,-3484.307240072,-3481.364111075
176,88.0,1.717216031,438.716251977,-3484.334792513,-3481.363282306
177,88.5,1.714563142,438.038489104,-3484.335720123,-3481.362218761
178,89.0,1.701905675,434.804745397,-3484.327212599,-3481.360711394
179,89.5,1.694389241,432.88443849,-3484.331167644,-3481.361416235
180,90.0,1.690784374,431.963463098,-3484.338198929,-3481.36468662
181,90.5,1.662768009,424.805811047,-3484.309503646,-3481.364980785
182,91.0,1.612590855,411.986496296,-3484.254320551,-3481.358155817
183,91.5,1.610296285,411.400277011,-3484.26537995,-3481.357435452
184,92.0,1.689124635,431.53943122,-3484.35430981,-3481.361916603
185,92.5,1.774348627,453.31255094,-3484.449700231,-3481.364119459
186,93.0,1.825753124,466.445428763,-3484.510834276,-3481.364184016
187,93.5,1.845637134,471.525417615,-3484.530252858,-3481.363818664
188,94.0,1.821567825,465.376163988,-3484.51094574,-3481.363598482
189,94.5,1.769055189,451.960177529,-3484.461189085,-3481.361538536
190,95.0,1.704172748,435.383939581,-3484.407516564,-3481.362243186
191,95.5,1.638633762,418.639967074,-3484.350896318,-3481.362835499
192,96.0,1.596112407,407.77656421,-3484.30421662,-3481.357375834
193,96.5,1.624076474,414.920854879,-3484.342546685,-3481.358209446
194,97.0,1.721479491,439.805485655,-3484.454035854,-3481.365712415
195,97.5,1.778866564,454.466798439,-3484.536728049,-3481.367490864
196,98.0,1.800059117,459.881095425,-3484.559025473,-3481.364524175
197,98.5,1.783308498,455.601628717,-3484.5577948,-3481.364050244
198,99.0,1.771352144,452.54700617,-3484.551224082,-3481.36234729
199,99.5,1.782495019,455.393800228,-3484.569333771,-3481.360935315
200,100.0,1.832396949,468.142800515,-3484.62569446,-3481.365449392
201,100.5,1.847013762,471.877119993,-3484.654757434,-3481.368791534
202,101.0,1.804266179,460.955920144,-3484.606019238,-3481.365661349
203,101.5,1.722595256,440.09054252,-3484.519830824,-3481.359878858
204,102.0,1.678717831,428.880689434,-3484.47550451,-3481.359694088
205,102.5,1.673696495,427.597832798,-3484.480335867,-3481.362727397
206,103.0,1.682513806,429.850489251,-3484.490342773,-3481.363459405
207,103.5,1.669788438,426.599398179,-3484.485594146,-3481.363375895
208,104.0,1.644009847,420.013455122,-3484.463406631,-3481.363038237
209,104.5,1.604640147,409.95524074,-3484.430939049,-3481.360440619
210,105.0,1.581856694,404.134498761,-3484.418551822,-3481.360615805
211,105.5,1.580074047,403.679066269,-3484.422867725,-3481.363886824
212,106.0,1.559815828,398.503474101,-3484.405974649,-3481.3639231
213,106.5,1.522392952,388.942636129,-3484.370259167,-3481.361078202
214,107.0,1.505409476,384.603678877,-3484.357487624,-3481.36043271
215,107.5,1.521277041,388.657541994,-3484.379751348,-3481.362853892
216,108.0,1.546882269,395.199194085,-3484.415294272,-3481.360609182
217,108.5,1.610667345,411.495075969,-3484.48488602,-3481.363384175
218,109.0,1.664842868,425.335898341,-3484.551870141,-3481.368138863
219,109.5,1.652963134,422.300850813,-3484.55197853,-3481.367846938
220,110.0,1.606313768,410.382819172,-3484.499948739,-3481.36224492
221,110.5,1.572637491,401.779166792,-3484.478312945,-3481.360626657
222,111.0,1.603872281,409.759065419,-3484.514165162,-3481.363959712
223,111.5,1.657005834,423.333684416,-3484.566113953,-3481.364659914
224,112.0,1.702477936,434.950947372,-3484.618352319,-3481.36351153
225,112.5,1.740826199,444.748204008,-3484.678585219,-3481.36361409
226,113.0,1.794290129,458.407227924,-3484.737917415,-3481.364801239
227,113.5,1.824508808,466.127529388,-3484.773623269,-3481.364800672
228,114.0,1.829944324,467.516201045,-3484.779523523,-3481.363645196
229,114.5,1.803910841,460.865138052,-3484.771033482,-3481.361027075
230,115.0,1.800012593,459.869209309,-3484.777562331,-3481.36209554
231,115.5,1.794003323,458.33395433,-3484.786096593,-3481.365408089
232,116.0,1.750990327,447.344946688,-3484.754588503,-3481.367251692
233,116.5,1.657990386,423.585218849,-3484.663792088,-3481.365673185
234,117.0,1.551676025,396.423908153,-3484.554182773,-3481.358869569
235,117.5,1.522489965,388.96742112,-3484.522160017,-3481.358593566
236,118.0,1.567566162,400.483537922,-3484.578101117,-3481.3627176
237,118.5,1.652070073,422.072690568,-3484.659372446,-3481.365100826
238,119.0,1.695477348,433.162429291,-3484.720830261,-3481.3656985
239,119.5,1.721422617,439.790955287,-3484.748085986,-3481.365369268
240,120.0,1.700701631,434.497134882,-3484.743597228,-3481.365667879
241,120.5,1.670727367,426.839276856,-3484.712141642,-3481.363790498
242,121.0,1.653517633,422.442514821,-3484.693722318,-3481.360225454
243,121.5,1.683210938,430.028593208,-3484.731047941,-3481.365192682
244,122.0,1.704745986,435.530391275,-3484.763525922,-3481.367179162
245,122.5,1.69711604,433.581084017,-3484.758114851,-3481.363649084
246,123.0,1.701699757,434.752137347,-3484.75333442,-3481.363110111
247,123.5,1.70290363,435.059704054,-3484.75661785,-3481.364675408
248,124.0,1.696956089,433.540219694,-3484.746970437,-3481.36369004
249,124.5,1.679004417,428.95390664,-3484.730373862,-3481.363360909
250,125.0,1.653618787,422.468357673,-3484.710414834,-3481.364387345
251,125.5,1.629108671,416.206486233,-3484.68924877,-3481.361129834
252,126.0,1.646817141,420.730665719,-3484.708615053,-3481.362447
253,126.5,1.672388793,427.263739807,-3484.745861538,-3481.366978986
254,127.0,1.662487958,424.734263511,-3484.738106267,-3481.365545677
255,127.5,1.616046543,412.869359391,-3484.69556694,-3481.362655361
256,128.0,1.589417675,406.066186524,-3484.663259078,-3481.361446212
257,128.5,1.590222321,406.271758419,-3484.656809911,-3481.362558822
258,129.0,1.592999585,406.981296855,-3484.665212462,-3481.36124917
259,129.5,1.608155299,410.853295531,-3484.689690186,-3481.364569955
260,130.0,1.597536579,408.140413119,-3484.696084439,-3481.365862843
261,130.5,1.552997896,396.761621146,-3484.660427862,-3481.366653987
262,131.0,1.475325609,376.917819292,-3484.590605174,-3481.361261776
263,131.5,1.445345481,369.258463122,-3484.561887374,-3481.358257688
264,132.0,1.501610534,383.633121178,-3484.626231988,-3481.363315643
265,132.5,1.587469755,405.568529993,-3484.717299396,-3481.368620718
266,133.0,1.623049824,414.658565353,-3484.752086725,-3481.367404426
267,133.5,1.595843284,407.707808362,-3484.724823273,-3481.366466288
268,134.0,1.541836934,393.910206192,-3484.669395704,-3481.361848674
269,134.5,1.518439662,387.932645441,-3484.65136075,-3481.360533395
270,135.0,1.551691743,396.427923858,-3484.687494499,-3481.364689969
271,135.5,1.578863665,403.369836471,-3484.72451478,-3481.364935899
272,136.0,1.592499219,406.853462959,-3484.745872152,-3481.364232423
273,136.5,1.601923761,409.261255458,-3484.755653242,-3481.365038542
274,137.0,1.580427761,403.76943352,-3484.742560079,-3481.3660926
275,137.5,1.531794427,391.344535566,-3484.69717197,-3481.364145448
276,138.0,1.495079919,381.96467228,-3484.654249638,-3481.359969975
277,138.5,1.515254631,387.118930139,-3484.667048348,-3481.362191807
278,139.0,1.559821389,398.504894623,-3484.710969056,-3481.365011946
279,139.5,1.589377186,406.055842375,-3484.745920183,-3481.363917994
280,140.0,1.625380576,415.25402833,-3484.780324502,-3481.363142541
281,140.5,1.649157356,421.32854649,-3484.82065569,-3481.365425226
282,141.0,1.66359432,425.01691806,-3484.837332305,-3481.36737467
283,141.5,1.628839282,416.137662355,-3484.810442267,-3481.364857455
284,142.0,1.598014293,408.262460005,-3484.7819532,-3481.3617146
285,142.5,1.602386919,409.379583426,-3484.793710343,-3481.365631242
286,143.0,1.608025022,410.820012259,-3484.805231508,-3481.365483655
287,143.5,1.620750467,414.071123014,-3484.814814234,-3481.363139732
288,144.0,1.638835526,418.691514038,-3484.842945914,-3481.365368533
289,144.5,1.668101125,426.168321435,-3484.865145328,-3481.364711947
290,145.0,1.683610389,430.130645544,-3484.88052728,-3481.364956959
291,145.5,1.675105751,427.957871026,-3484.88094027,-3481.365867546
292,146.0,1.640430379,419.098968596,-3484.850286403,-3481.366255135
293,146.5,1.568122464,400.62566249,-3484.782935574,-3481.36520453
294,147.0,1.485323356,379.472054783,-3484.696367934,-3481.362778441
295,147.5,1.413606244,361.149687597,-3484.625127512,-3481.362309133
296,148.0,1.369678253,349.926916028,-3484.585835466,-3481.361256336
297,148.5,1.377439873,351.909863097,-3484.596523043,-3481.360671598
298,149.0,1.435591023,366.766383306,-3484.660814595,-3481.363253307
299,149.5,1.519676325,388.248589472,-3484.740691762,-3481.364840028
300,150.0,1.585429012,405.047158608,-3484.805879304,-3481.364929801
301,150.5,1.630002558,416.43485759,-3484.848387768,-3481.365401365
302,151.0,1.636292795,418.041894267,-3484.860469357,-3481.366695809
303,151.5,1.614354865,412.437167623,-3484.830124373,-3481.366442938
304,152.0,1.556492166,397.654341257,-3484.77514992,-3481.363490741
305,152.5,1.524814909,389.561400545,-3484.744379578,-3481.362894598
306,153.0,1.543353042,394.297543223,-3484.758015654,-3481.362642334
307,153.5,1.589134862,405.993933265,-3484.811916816,-3481.365705675
308,154.0,1.637762145,418.417285448,-3484.863657335,-3481.3663795
309,154.5,1.678340286,428.784233795,-3484.899800349,-3481.364669824
310,155.0,1.697564564,433.695673509,-3484.933528186,-3481.366214996
311,155.5,1.698689643,433.983109871,-3484.943491133,-3481.366603125
312,156.0,1.674516889,427.80742807,-3484.922102293,-3481.364153952
313,156.5,1.650192977,421.593128152,-3484.895262997,-3481.364077705
314,157.0,1.608472695,410.934384232,-3484.866530319,-3481.364772112
315,157.5,1.552171075,396.550384085,-3484.828316515,-3481.364470307
316,158.0,1.500949122,383.464142822,-3484.786421349,-3481.363685701
317,158.5,1.465139039,374.31534309,-3484.757456931,-3481.362011323
318,159.0,1.466776489,374.733680837,-3484.765426376,-3481.362753839
319,159.5,1.497534373,382.591739034,-3484.798973493,-3481.366087647
320,160.0,1.505133645,384.533209306,-3484.813544521,-3481.366232201
321,160.5,1.49331487,381.513735559,-3484.809661789,-3481.362040315
322,161.0,1.510852592,385.994292195,-3484.839021403,-3481.363183102
323,161.5,1.550775565,396.193857579,-3484.888370631,-3481.366670594
324,162.0,1.562026659,399.068299641,-3484.907214822,-3481.36712513
325,162.5,1.546240658,395.035274447,-3484.888595276,-3481.364841086
326,163.0,1.515960489,387.299263585,-3484.863017565,-3481.364038615
327,163.5,1.505456688,384.61574078,-3484.854267485,-3481.362760134
328,164.0,1.524698668,389.531703166,-3484.879464563,-3481.364840034
329,164.5,1.555156382,397.313073713,-3484.912699527,-3481.366088598
330,165.0,1.570275131,401.175628425,-3484.933547649,-3481.364431062
331,165.5,1.589608404,406.114914316,-3484.95614063,-3481.365302038
332,166.0,1.5930909,407.004626318,-3484.969269283,-3481.367015265
333,166.5,1.575906064,402.614225334,-3484.950094221,-3481.366834886
334,167.0,1.528325503,390.45829091,-3484.901825124,-3481.365272506
335,167.5,1.467515144,374.922393233,-3484.847169564,-3481.36510108
336,168.0,1.412399268,360.841328056,-3484.793149131,-3481.365898931
337,168.5,1.353781036,345.865477293,-3484.736919245,-3481.363954959
338,169.0,1.341544788,342.739347254,-3484.713453611,-3481.359989911
339,169.5,1.395521157,356.529289709,-3484.775416957,-3481.362559708
340,170.0,1.496402165,382.302481311,-3484.884913307,-3481.367750807
341,170.5,1.554896044,397.246562232,-3484.963040978,-3481.36782446
342,171.0,1.586136705,405.227960871,-3484.994545161,-3481.366680341
343,171.5,1.589180296,406.005540752,-3484.993119892,-3481.364784262
344,172.0,1.579356771,403.495815695,-3484.985946945,-3481.362883222
345,172.5,1.58129807,403.991780853,-3484.993430883,-3481.365734165
346,173.0,1.564633175,399.734215056,-3484.98371785,-3481.36767746
347,173.5,1.514693142,386.97548038,-3484.933880891,-3481.365826178
348,174.0,1.452552384,371.099690693,-3484.873124701,-3481.362552518
349,174.5,1.441464673,368.266990005,-3484.853537693,-3481.361047721
350,175.0,1.480280335,378.18365812,-3484.899200425,-3481.36328334
351,175.5,1.556732261,397.71568095,-3484.978675047,-3481.365801202
352,176.0,1.62191803,414.369413366,-3485.049349532,-3481.366667558
353,176.5,1.654350444,422.655282289,-3485.090876723,-3481.367163098
354,177.0,1.655502722,422.949667463,-3485.092931795,-3481.367806168
355,177.5,1.608802937,411.018754873,-3485.051553883,-3481.366465872
356,178.0,1.548750027,395.676370864,-3484.996932935,-3481.363904712
357,178.5,1.519827955,388.287327867,-3484.966082226,-3481.364748018
358,179.0,1.507672824,385.181921698,-3484.957823614,-3481.363347853
359,179.5,1.529582517,390.779434197,-3484.985786905,-3481.364428625
360,180.0,1.58249584,404.297788696,-3485.035528198,-3481.36671259
361,180.5,1.624358785,414.992980029,-3485.075975521,-3481.366649965
362,181.0,1.651073511,421.818087894,-3485.10562169,-3481.365437653
363,181.5,1.671205731,426.961489652,-3485.138759341,-3481.365733483
364,182.0,1.698646142,433.971996268,-3485.167637997,-3481.367189542
365,182.5,1.698245524,433.86964593,-3485.17571243,-3481.365060101
366,183.0,1.699143486,434.099058376,-3485.182110704,-3481.365415724
367,183.5,1.692740562,432.463232243,-3485.182056227,-3481.367551011
368,184.0,1.661869156,424.576171246,-3485.14913604,-3481.368009522
369,184.5,1.596067581,407.765111997,-3485.080723274,-3481.365722491
370,185.0,1.528459225,390.492454472,-3485.013709379,-3481.362689553
371,185.5,1.503639016,384.151360001,-3484.993531036,-3481.363982036
372,186.0,1.515876269,387.277746899,-3485.009588721,-3481.366040684
373,186.5,1.546162572,395.015325173,-3485.036087055,-3481.363735481
374,187.0,1.578673563,403.321268926,-3485.084453552,-3481.366274069
375,187.5,1.61178559,411.780766244,-3485.122162789,-3481.36744118
376,188.0,1.608469127,410.933472588,-3485.123342731,-3481.367506187
377,188.5,1.569640539,401.01350211,-3485.092831327,-3481.365971314
378,189.0,1.532175207,391.441817599,-3485.056290893,-3481.364459967
379,189.5,1.506830256,384.966661519,-3485.032739219,-3481.366153794
380,190.0,1.468413978,375.152028129,-3485.003650584,-3481.366112052
381,190.5,1.435095221,366.639715381,-3484.970303448,-3481.362765728
382,191.0,1.447911587,369.914054713,-3484.98382679,-3481.360479439
383,191.5,1.522718849,389.025896758,-3485.067484407,-3481.36407009
384,192.0,1.622125076,414.422309623,-3485.173424831,-3481.366771588
385,192.5,1.693701954,432.708849578,-3485.251473521,-3481.368532808
386,193.0,1.717801272,438.865770158,-3485.280855436,-3481.36801592
387,193.5,1.696416889,433.402464254,-3485.267661556,-3481.36701605
388,194.0,1.653558666,422.452998106,-3485.225162081,-3481.366456225
389,194.5,1.590525417,406.349193755,-3485.166778965,-3481.365827046
390,195.0,1.525408656,389.713091725,-3485.112473607,-3481.363821359
391,195.5,1.498294589,382.785959842,-3485.092734791,-3481.364336269
392,196.0,1.512038678,386.297314883,-3485.108540966,-3481.364141406
393,196.5,1.557279241,397.855423994,-3485.154769333,-3481.365566767
394,197.0,1.607130208,410.591404142,-3485.205525668,-3481.366712188
395,197.5,1.6233773,414.742229169,-3485.236157314,-3481.366621748
396,198.0,1.624102338,414.927462676,-3485.241195284,-3481.367052258
397,198.5,1.597881352,408.228496298,-3485.217132634,-3481.367416601
398,199.0,1.548529667,395.62007322,-3485.16833661,-3481.365984351
399,199.5,1.499943529,383.207232865,-3485.121475465,-3481.363937891
400,200.0,1.478912613,377.834231075,-3485.104275655,-3481.364583544
401,200.5,1.478303431,377.678596621,-3485.10817962,-3481.366449246
402,201.0,1.476695102,377.26769893,-3485.109108365,-3481.365499302
403,201.5,1.485526896,379.524055339,-3485.114205695,-3481.364560275
404,202.0,1.503437496,384.099875372,-3485.131111819,-3481.366036008
405,202.5,1.505377701,384.595561078,-3485.137590958,-3481.367544903
406,203.0,1.477520021,377.478450053,-3485.111488807,-3481.366676229
407,203.5,1.430876001,365.561784278,-3485.069107553,-3481.363048809
