time_fs,time_ps,n_hbonds,betti_0,betti_1,betti_2,euler_characteristic
2192.0,2.192,160,1,59,0,-58
2192.5,2.1925,161,1,60,0,-59
2193.0,2.193,161,1,60,0,-59
2193.5,2.1935,161,1,60,0,-59
2194.0,2.194,159,1,58,0,-57
2194.5,2.1945,159,1,58,0,-57
2195.0,2.195,159,1,58,0,-57
2195.5,2.1955,159,1,58,0,-57
2196.0,2.196,160,1,58,0,-57
2196.5,2.1965,160,1,58,0,-57
2197.0,2.197,161,1,58,0,-57
2197.5,2.1975,161,1,58,0,-57
2198.0,2.198,161,1,59,0,-58
2198.5,2.1985,161,1,59,0,-58
2199.0,2.199,160,1,57,0,-56
2199.5,2.1995,159,1,57,0,-56
2200.0,2.2,159,1,57,0,-56
2200.5,2.2005,159,1,57,0,-56
2201.0,2.201,159,1,57,0,-56
2201.5,2.2015,159,1,57,0,-56
2202.0,2.202,160,1,58,0,-57
2202.5,2.2025,160,1,58,0,-57
2203.0,2.203,160,1,59,0,-58
2203.5,2.2035,160,1,59,0,-58
2204.0,2.204,161,1,60,0,-59
2204.5,2.2045,160,1,59,0,-58
2205.0,2.205,159,1,59,0,-58
2205.5,2.2055,158,1,58,0,-57
2206.0,2.206,158,1,58,0,-57
2206.5,2.2065,156,1,57,0,-56
2207.0,2.207,155,1,56,0,-55
2207.5,2.2075,155,1,56,0,-55
2208.0,2.208,155,1,56,0,-55
2208.5,2.2085,156,1,56,0,-55
2209.0,2.209,156,1,56,0,-55
2209.5,2.2095,156,1,56,0,-55
2210.0,2.21,156,1,57,0,-56
2210.5,2.2105,156,1,57,0,-56
2211.0,2.211,156,1,56,0,-55
2211.5,2.2115,157,1,57,0,-56
2212.0,2.212,157,1,57,0,-56
2212.5,2.2125,155,1,55,0,-54
2213.0,2.213,155,1,55,0,-54
2213.5,2.2135,156,1,56,0,-55
2214.0,2.214,156,1,56,0,-55
2214.5,2.2145,157,1,57,0,-56
2215.0,2.215,156,1,56,0,-55
2215.5,2.2155,156,1,56,0,-55
2216.0,2.216,157,1,56,0,-55
2216.5,2.2165,157,1,56,0,-55
2217.0,2.217,156,1,55,0,-54
2217.5,2.2175,156,1,55,0,-54
2218.0,2.218,155,1,55,0,-54
2218.5,2.2185,154,1,54,0,-53
2219.0,2.219,154,1,54,0,-53
2219.5,2.2195,154,1,54,0,-53
2220.0,2.22,155,1,55,0,-54
2220.5,2.2205,156,1,56,0,-55
2221.0,2.221,156,1,56,0,-55
2221.5,2.2215,158,1,58,0,-57
2222.0,2.222,159,1,59,0,-58
2222.5,2.2225,158,1,58,0,-57
2223.0,2.223,159,1,59,0,-58
2223.5,2.2235,157,1,57,0,-56
2224.0,2.224,157,1,57,0,-56
2224.5,2.2245,157,1,57,0,-56
2225.0,2.225,155,1,55,0,-54
2225.5,2.2255,155,1,55,0,-54
2226.0,2.226,155,1,55,0,-54
2226.5,2.2265,155,1,55,0,-54
2227.0,2.227,153,1,53,0,-52
2227.5,2.2275,152,1,53,0,-52
2228.0,2.228,151,1,52,0,-51
2228.5,2.2285,150,1,51,0,-50
2229.0,2.229,151,1,52,0,-51
2229.5,2.2295,152,1,53,0,-52
2230.0,2.23,153,1,54,0,-53
2230.5,2.2305,155,1,56,0,-55
2231.0,2.231,155,1,56,0,-55
2231.5,2.2315,154,1,55,0,-54
2232.0,2.232,154,1,54,0,-53
2232.5,2.2325,153,1,53,0,-52
2233.0,2.233,153,1,54,0,-53
2233.5,2.2335,152,1,53,0,-52
2234.0,2.234,152,1,53,0,-52
2234.5,2.2345,151,1,52,0,-51
2235.0,2.235,151,1,52,0,-51
2235.5,2.2355,152,1,53,0,-52
2236.0,2.236,154,1,54,0,-53
2236.5,2.2365,153,1,53,0,-52
2237.0,2.237,153,1,53,0,-52
2237.5,2.2375,154,1,53,0,-52
2238.0,2.238,154,1,53,0,-52
2238.5,2.2385,155,1,53,0,-52
2239.0,2.239,156,1,54,0,-53
2239.5,2.2395,157,1,55,0,-54
2240.0,2.24,158,1,57,0,-56
2240.5,2.2405,158,1,57,0,-56
2241.0,2.241,156,1,56,0,-55
2241.5,2.2415,156,1,56,0,-55
2242.0,2.242,156,1,57,0,-56
2242.5,2.2425,157,1,57,0,-56
2243.0,2.243,158,1,57,0,-56
2243.5,2.2435,159,1,57,0,-56
2244.0,2.244,158,1,57,0,-56
2244.5,2.2445,156,1,56,0,-55
2245.0,2.245,156,1,56,0,-55
2245.5,2.2455,155,1,55,0,-54
2246.0,2.246,155,1,55,0,-54
2246.5,2.2465,156,1,56,0,-55
2247.0,2.247,155,1,56,0,-55
2247.5,2.2475,157,1,57,0,-56
2248.0,2.248,157,1,57,0,-56
2248.5,2.2485,157,1,57,0,-56
2249.0,2.249,158,1,57,0,-56
2249.5,2.2495,156,1,58,0,-57
2250.0,2.25,157,1,58,0,-57
2250.5,2.2505,157,1,58,0,-57
2251.0,2.251,157,1,58,0,-57
2251.5,2.2515,158,1,58,0,-57
2252.0,2.252,157,1,57,0,-56
2252.5,2.2525,155,1,55,0,-54
2253.0,2.253,156,1,55,0,-54
2253.5,2.2535,156,1,55,0,-54
2254.0,2.254,155,1,54,0,-53
2254.5,2.2545,155,1,54,0,-53
2255.0,2.255,155,1,54,0,-53
2255.5,2.2555,155,1,54,0,-53
